Score,Serve Team,Set Score,Game Score
10-11,LMU,11,Opponent1
10-12,PEP,11,Opponent1
11-12,LMU,11,Opponent1
11-13,PEP,11,Opponent1
11-14,LMU,11,Opponent1
12-14,LMU,11,Opponent1
13-14,PEP,11,Opponent1
14-14,PEP,11,Opponent1
15-14,PEP,11,Opponent1
15-15,PEP,11,Opponent1
16-15,LMU,11,Opponent1
16-16,PEP,11,Opponent1
17-16,LMU,11,Opponent1
17-17,PEP,11,Opponent1
18-17,LMU,11,Opponent1
19-17,PEP,11,Opponent1
19-18,PEP,11,Opponent1
20-18,LMU,11,Opponent1
20-19,PEP,11,Opponent1
20-20,LMU,11,Opponent1
20-21,LMU,11,Opponent1
21-21,LMU,11,Opponent1
22-21,PEP,11,Opponent1
23-21,PEP,11,Opponent1
23-22,PEP,11,Opponent1
24-22,LMU,11,Opponent1
25-22,PEP,11,Opponent1
0-1,PEP,21,Opponent1
0-2,LMU,21,Opponent1
1-2,LMU,21,Opponent1
2-2,PEP,21,Opponent1
2-3,PEP,21,Opponent1
3-3,LMU,21,Opponent1
3-4,PEP,21,Opponent1
3-5,LMU,21,Opponent1
3-6,LMU,21,Opponent1
4-6,LMU,21,Opponent1
4-7,PEP,21,Opponent1
5-7,LMU,21,Opponent1
6-7,PEP,21,Opponent1
6-8,PEP,21,Opponent1
7-8,LMU,21,Opponent1
7-9,PEP,21,Opponent1
8-9,LMU,21,Opponent1
9-9,PEP,21,Opponent1
10-9,PEP,21,Opponent1
10-10,PEP,21,Opponent1
10-11,LMU,21,Opponent1
10-12,LMU,21,Opponent1
11-12,LMU,21,Opponent1
11-13,PEP,21,Opponent1
12-13,LMU,21,Opponent1
12-14,PEP,21,Opponent1
13-14,LMU,21,Opponent1
14-14,PEP,21,Opponent1
15-14,PEP,21,Opponent1
16-14,PEP,21,Opponent1
16-15,PEP,21,Opponent1
17-15,LMU,21,Opponent1
18-15,PEP,21,Opponent1
18-16,PEP,21,Opponent1
18-17,LMU,21,Opponent1
18-18,LMU,21,Opponent1
19-18,LMU,21,Opponent1
20-18,PEP,21,Opponent1
21-18,PEP,21,Opponent1
22-18,PEP,21,Opponent1
22-19,PEP,21,Opponent1
22-20,LMU,21,Opponent1
23-20,LMU,21,Opponent1
23-21,PEP,21,Opponent1
23-22,LMU,21,Opponent1
24-22,LMU,21,Opponent1
24-23,PEP,21,Opponent1
25-23,LMU,21,Opponent1
0-1,SMC,0,Opponent2
1-1,SMC,0,Opponent2
2-1,PEP,0,Opponent2
3-1,PEP,0,Opponent2
3-2,PEP,0,Opponent2
3-3,SMC,0,Opponent2
3-4,SMC,0,Opponent2
4-4,SMC,0,Opponent2
4-5,PEP,0,Opponent2
5-5,SMC,0,Opponent2
6-5,PEP,0,Opponent2
7-5,PEP,0,Opponent2
7-6,PEP,0,Opponent2
8-6,SMC,0,Opponent2
8-7,PEP,0,Opponent2
8-8,SMC,0,Opponent2
8-9,SMC,0,Opponent2
8-10,SMC,0,Opponent2
8-11,SMC,0,Opponent2
8-12,SMC,0,Opponent2
8-13,SMC,0,Opponent2
8-14,SMC,0,Opponent2
9-14,SMC,0,Opponent2
10-14,PEP,0,Opponent2
10-15,PEP,0,Opponent2
11-15,SMC,0,Opponent2
12-15,PEP,0,Opponent2
12-16,PEP,0,Opponent2
13-16,SMC,0,Opponent2
13-17,PEP,0,Opponent2
14-17,SMC,0,Opponent2
14-18,PEP,0,Opponent2
15-18,SMC,0,Opponent2
16-18,PEP,0,Opponent2
16-19,PEP,0,Opponent2
16-20,SMC,0,Opponent2
16-21,SMC,0,Opponent2
17-21,SMC,0,Opponent2
17-22,PEP,0,Opponent2
18-22,SMC,0,Opponent2
18-23,PEP,0,Opponent2
18-24,SMC,0,Opponent2
18-25,SMC,0,Opponent2
0-1,PEP,1,Opponent2
0-2,SMC,1,Opponent2
1-2,SMC,1,Opponent2
2-2,PEP,1,Opponent2
2-3,PEP,1,Opponent2
2-4,SMC,1,Opponent2
3-4,SMC,1,Opponent2
3-5,PEP,1,Opponent2
4-5,SMC,1,Opponent2
5-5,PEP,1,Opponent2
5-6,PEP,1,Opponent2
6-6,SMC,1,Opponent2
7-6,PEP,1,Opponent2
7-7,PEP,1,Opponent2
8-7,SMC,1,Opponent2
9-7,PEP,1,Opponent2
9-8,PEP,1,Opponent2
10-8,SMC,1,Opponent2
10-9,PEP,1,Opponent2
11-9,SMC,1,Opponent2
12-9,PEP,1,Opponent2
13-9,PEP,1,Opponent2
14-9,PEP,1,Opponent2
15-9,PEP,1,Opponent2
15-10,PEP,1,Opponent2
16-10,SMC,1,Opponent2
16-11,PEP,1,Opponent2
17-11,SMC,1,Opponent2
17-12,PEP,1,Opponent2
17-13,SMC,1,Opponent2
18-13,SMC,1,Opponent2
19-13,PEP,1,Opponent2
19-14,PEP,1,Opponent2
20-14,SMC,1,Opponent2
21-14,PEP,1,Opponent2
21-15,PEP,1,Opponent2
22-15,SMC,1,Opponent2
23-15,PEP,1,Opponent2
23-16,PEP,1,Opponent2
24-16,SMC,1,Opponent2
24-17,PEP,1,Opponent2
24-18,SMC,1,Opponent2
25-18,SMC,1,Opponent2
1-0,SMC,11,Opponent2
1-1,PEP,11,Opponent2
2-1,SMC,11,Opponent2
2-2,PEP,11,Opponent2
2-3,SMC,11,Opponent2
3-3,SMC,11,Opponent2
4-3,PEP,11,Opponent2
4-4,PEP,11,Opponent2
4-5,SMC,11,Opponent2
4-6,SMC,11,Opponent2
5-6,SMC,11,Opponent2
5-7,PEP,11,Opponent2
6-7,SMC,11,Opponent2
6-8,PEP,11,Opponent2
6-9,SMC,11,Opponent2
6-10,SMC,11,Opponent2
6-11,SMC,11,Opponent2
7-11,SMC,11,Opponent2
8-11,PEP,11,Opponent2
9-11,PEP,11,Opponent2
10-11,PEP,11,Opponent2
11-11,PEP,11,Opponent2
11-12,PEP,11,Opponent2
12-12,SMC,11,Opponent2
12-13,PEP,11,Opponent2
13-13,SMC,11,Opponent2
13-14,PEP,11,Opponent2
14-14,SMC,11,Opponent2
14-15,PEP,11,Opponent2
14-16,SMC,11,Opponent2
14-17,SMC,11,Opponent2
15-17,SMC,11,Opponent2
15-18,PEP,11,Opponent2
15-19,SMC,11,Opponent2
16-19,SMC,11,Opponent2
17-19,PEP,11,Opponent2
17-20,PEP,11,Opponent2
18-20,SMC,11,Opponent2
18-21,PEP,11,Opponent2
19-21,SMC,11,Opponent2
19-22,PEP,11,Opponent2
20-22,SMC,11,Opponent2
20-23,PEP,11,Opponent2
20-24,SMC,11,Opponent2
21-24,SMC,11,Opponent2
22-24,PEP,11,Opponent2
22-25,PEP,11,Opponent2
0-1,PEP,12,Opponent2
1-1,SMC,12,Opponent2
1-2,PEP,12,Opponent2
2-2,SMC,12,Opponent2
2-3,PEP,12,Opponent2
3-3,SMC,12,Opponent2
4-3,PEP,12,Opponent2
4-4,PEP,12,Opponent2
4-5,SMC,12,Opponent2
5-5,SMC,12,Opponent2
5-6,PEP,12,Opponent2
6-6,SMC,12,Opponent2
7-6,PEP,12,Opponent2
8-6,PEP,12,Opponent2
8-7,PEP,12,Opponent2
9-7,SMC,12,Opponent2
9-8,PEP,12,Opponent2
10-8,SMC,12,Opponent2
11-8,PEP,12,Opponent2
11-9,PEP,12,Opponent2
11-10,SMC,12,Opponent2
12-10,SMC,12,Opponent2
13-10,PEP,12,Opponent2
13-11,PEP,12,Opponent2
14-11,SMC,12,Opponent2
14-12,PEP,12,Opponent2
14-13,SMC,12,Opponent2
14-14,SMC,12,Opponent2
14-15,SMC,12,Opponent2
14-16,SMC,12,Opponent2
15-16,SMC,12,Opponent2
15-17,PEP,12,Opponent2
16-17,SMC,12,Opponent2
16-18,PEP,12,Opponent2
17-18,SMC,12,Opponent2
17-19,PEP,12,Opponent2
17-20,SMC,12,Opponent2
18-20,SMC,12,Opponent2
19-20,PEP,12,Opponent2
19-21,PEP,12,Opponent2
19-22,SMC,12,Opponent2
20-22,SMC,12,Opponent2
21-22,PEP,12,Opponent2
22-22,PEP,12,Opponent2
22-23,PEP,12,Opponent2
22-24,SMC,12,Opponent2
22-25,SMC,12,Opponent2
1-0,USD,0,Opponent2
2-0,USD,0,Opponent2
2-1,USD,0,Opponent2
2-2,PEP,0,Opponent2
3-2,PEP,0,Opponent2
4-2,USD,0,Opponent2
4-3,USD,0,Opponent2
5-3,PEP,0,Opponent2
5-4,USD,0,Opponent2
5-5,PEP,0,Opponent2
5-6,PEP,0,Opponent2
6-6,PEP,0,Opponent2
6-7,USD,0,Opponent2
7-7,PEP,0,Opponent2
7-8,USD,0,Opponent2
8-8,PEP,0,Opponent2
9-8,USD,0,Opponent2
9-9,USD,0,Opponent2
9-10,PEP,0,Opponent2
10-10,PEP,0,Opponent2
10-11,USD,0,Opponent2
11-11,PEP,0,Opponent2
12-11,USD,0,Opponent2
12-12,USD,0,Opponent2
12-13,PEP,0,Opponent2
12-14,PEP,0,Opponent2
12-15,PEP,0,Opponent2
12-16,PEP,0,Opponent2
12-17,PEP,0,Opponent2
12-18,PEP,0,Opponent2
13-18,PEP,0,Opponent2
13-19,USD,0,Opponent2
13-20,PEP,0,Opponent2
14-20,PEP,0,Opponent2
15-20,USD,0,Opponent2
15-21,USD,0,Opponent2
16-21,PEP,0,Opponent2
16-22,USD,0,Opponent2
16-23,PEP,0,Opponent2
17-23,PEP,0,Opponent2
18-23,USD,0,Opponent2
18-24,USD,0,Opponent2
19-24,PEP,0,Opponent2
19-25,USD,0,Opponent2
1-0,PEP,1,Opponent2
2-0,USD,1,Opponent2
2-1,USD,1,Opponent2
2-2,PEP,1,Opponent2
3-2,PEP,1,Opponent2
3-3,USD,1,Opponent2
4-3,PEP,1,Opponent2
4-4,USD,1,Opponent2
5-4,PEP,1,Opponent2
6-4,USD,1,Opponent2
6-5,USD,1,Opponent2
7-5,PEP,1,Opponent2
8-5,USD,1,Opponent2
8-6,USD,1,Opponent2
9-6,PEP,1,Opponent2
9-7,USD,1,Opponent2
10-7,PEP,1,Opponent2
10-8,USD,1,Opponent2
10-9,PEP,1,Opponent2
11-9,PEP,1,Opponent2
11-10,USD,1,Opponent2
12-10,PEP,1,Opponent2
13-10,USD,1,Opponent2
14-10,USD,1,Opponent2
14-11,USD,1,Opponent2
15-11,PEP,1,Opponent2
15-12,USD,1,Opponent2
16-12,PEP,1,Opponent2
16-13,USD,1,Opponent2
17-13,PEP,1,Opponent2
17-14,USD,1,Opponent2
18-14,PEP,1,Opponent2
18-15,USD,1,Opponent2
19-15,PEP,1,Opponent2
19-16,USD,1,Opponent2
19-17,PEP,1,Opponent2
20-17,PEP,1,Opponent2
20-18,USD,1,Opponent2
20-19,PEP,1,Opponent2
20-20,PEP,1,Opponent2
21-20,PEP,1,Opponent2
21-21,USD,1,Opponent2
21-22,PEP,1,Opponent2
22-22,PEP,1,Opponent2
22-23,USD,1,Opponent2
22-24,PEP,1,Opponent2
23-24,PEP,1,Opponent2
24-24,USD,1,Opponent2
25-24,USD,1,Opponent2
25-25,USD,1,Opponent2
25-26,PEP,1,Opponent2
25-27,PEP,1,Opponent2
0-1,USD,2,Opponent2
0-2,PEP,2,Opponent2
1-2,PEP,2,Opponent2
2-2,USD,2,Opponent2
2-3,USD,2,Opponent2
2-4,PEP,2,Opponent2
3-4,PEP,2,Opponent2
3-5,USD,2,Opponent2
3-6,PEP,2,Opponent2
3-7,PEP,2,Opponent2
4-7,PEP,2,Opponent2
5-7,USD,2,Opponent2
6-7,USD,2,Opponent2
7-7,USD,2,Opponent2
7-8,USD,2,Opponent2
8-8,PEP,2,Opponent2
8-9,USD,2,Opponent2
8-10,PEP,2,Opponent2
9-10,PEP,2,Opponent2
9-11,USD,2,Opponent2
9-12,PEP,2,Opponent2
9-13,PEP,2,Opponent2
9-14,PEP,2,Opponent2
10-14,PEP,2,Opponent2
10-15,USD,2,Opponent2
11-15,PEP,2,Opponent2
12-15,USD,2,Opponent2
12-16,USD,2,Opponent2
12-17,PEP,2,Opponent2
13-17,PEP,2,Opponent2
13-18,USD,2,Opponent2
14-18,PEP,2,Opponent2
15-18,USD,2,Opponent2
15-19,USD,2,Opponent2
16-19,PEP,2,Opponent2
16-20,USD,2,Opponent2
17-20,PEP,2,Opponent2
17-21,USD,2,Opponent2
17-22,PEP,2,Opponent2
18-22,PEP,2,Opponent2
19-22,USD,2,Opponent2
20-22,USD,2,Opponent2
21-22,USD,2,Opponent2
21-23,USD,2,Opponent2
22-23,PEP,2,Opponent2
22-24,USD,2,Opponent2
22-25,PEP,2,Opponent2
1-0,PEP,0,Opponent1
1-1,BYU,0,Opponent1
1-2,PEP,0,Opponent1
1-3,PEP,0,Opponent1
2-3,PEP,0,Opponent1
2-4,BYU,0,Opponent1
2-5,PEP,0,Opponent1
2-6,PEP,0,Opponent1
3-6,PEP,0,Opponent1
3-7,BYU,0,Opponent1
3-8,PEP,0,Opponent1
4-8,PEP,0,Opponent1
5-8,BYU,0,Opponent1
6-8,BYU,0,Opponent1
7-8,BYU,0,Opponent1
7-9,BYU,0,Opponent1
8-9,PEP,0,Opponent1
9-9,BYU,0,Opponent1
10-9,BYU,0,Opponent1
11-9,BYU,0,Opponent1
11-10,BYU,0,Opponent1
12-10,PEP,0,Opponent1
13-10,BYU,0,Opponent1
13-11,BYU,0,Opponent1
13-12,PEP,0,Opponent1
13-13,PEP,0,Opponent1
14-13,PEP,0,Opponent1
15-13,BYU,0,Opponent1
16-13,BYU,0,Opponent1
17-13,BYU,0,Opponent1
18-13,BYU,0,Opponent1
18-14,BYU,0,Opponent1
19-14,PEP,0,Opponent1
19-15,BYU,0,Opponent1
19-16,PEP,0,Opponent1
20-16,PEP,0,Opponent1
20-17,BYU,0,Opponent1
21-17,PEP,0,Opponent1
21-18,BYU,0,Opponent1
22-18,PEP,0,Opponent1
22-19,BYU,0,Opponent1
22-20,PEP,0,Opponent1
23-20,PEP,0,Opponent1
24-20,BYU,0,Opponent1
24-21,BYU,0,Opponent1
25-21,PEP,0,Opponent1
0-1,BYU,10,Opponent1
0-2,PEP,10,Opponent1
0-3,PEP,10,Opponent1
1-3,PEP,10,Opponent1
2-3,BYU,10,Opponent1
3-3,BYU,10,Opponent1
3-4,BYU,10,Opponent1
3-5,PEP,10,Opponent1
3-6,PEP,10,Opponent1
4-6,PEP,10,Opponent1
5-6,BYU,10,Opponent1
6-6,BYU,10,Opponent1
6-7,BYU,10,Opponent1
7-7,PEP,10,Opponent1
8-7,BYU,10,Opponent1
9-7,BYU,10,Opponent1
10-7,BYU,10,Opponent1
10-8,BYU,10,Opponent1
11-8,PEP,10,Opponent1
11-9,BYU,10,Opponent1
12-9,PEP,10,Opponent1
13-9,BYU,10,Opponent1
14-9,BYU,10,Opponent1
14-10,BYU,10,Opponent1
15-10,PEP,10,Opponent1
15-11,BYU,10,Opponent1
16-11,PEP,10,Opponent1
17-11,BYU,10,Opponent1
17-12,BYU,10,Opponent1
18-12,PEP,10,Opponent1
19-12,BYU,10,Opponent1
19-13,BYU,10,Opponent1
19-14,PEP,10,Opponent1
20-14,PEP,10,Opponent1
21-14,BYU,10,Opponent1
22-14,BYU,10,Opponent1
23-14,BYU,10,Opponent1
24-14,BYU,10,Opponent1
24-15,BYU,10,Opponent1
25-15,PEP,10,Opponent1
1-0,PEP,20,Opponent1
1-1,BYU,20,Opponent1
1-2,PEP,20,Opponent1
2-2,PEP,20,Opponent1
2-3,BYU,20,Opponent1
3-3,PEP,20,Opponent1
3-4,BYU,20,Opponent1
4-4,PEP,20,Opponent1
4-5,BYU,20,Opponent1
4-6,PEP,20,Opponent1
4-7,PEP,20,Opponent1
4-8,PEP,20,Opponent1
4-9,PEP,20,Opponent1
5-9,PEP,20,Opponent1
5-10,BYU,20,Opponent1
6-10,PEP,20,Opponent1
6-11,BYU,20,Opponent1
7-11,PEP,20,Opponent1
7-12,BYU,20,Opponent1
8-12,PEP,20,Opponent1
9-12,BYU,20,Opponent1
10-12,BYU,20,Opponent1
10-13,BYU,20,Opponent1
11-13,PEP,20,Opponent1
12-13,BYU,20,Opponent1
13-13,BYU,20,Opponent1
13-14,BYU,20,Opponent1
14-14,PEP,20,Opponent1
14-15,BYU,20,Opponent1
15-15,PEP,20,Opponent1
15-16,BYU,20,Opponent1
16-16,PEP,20,Opponent1
16-17,BYU,20,Opponent1
16-18,PEP,20,Opponent1
17-18,PEP,20,Opponent1
17-19,BYU,20,Opponent1
17-20,PEP,20,Opponent1
18-20,PEP,20,Opponent1
18-21,BYU,20,Opponent1
18-22,PEP,20,Opponent1
19-22,PEP,20,Opponent1
19-23,BYU,20,Opponent1
20-23,PEP,20,Opponent1
20-24,BYU,20,Opponent1
21-24,PEP,20,Opponent1
22-24,BYU,20,Opponent1
23-24,BYU,20,Opponent1
24-24,BYU,20,Opponent1
25-24,BYU,20,Opponent1
25-25,BYU,20,Opponent1
25-26,PEP,20,Opponent1
26-26,PEP,20,Opponent1
26-27,BYU,20,Opponent1
27-27,PEP,20,Opponent1
28-27,BYU,20,Opponent1
29-27,BYU,20,Opponent1
1-0,Gonz,0,Opponent2
1-1,PEP,0,Opponent2
2-1,Gonz,0,Opponent2
3-1,PEP,0,Opponent2
4-1,PEP,0,Opponent2
5-1,PEP,0,Opponent2
6-1,PEP,0,Opponent2
7-1,PEP,0,Opponent2
8-1,PEP,0,Opponent2
8-2,PEP,0,Opponent2
9-2,Gonz,0,Opponent2
10-2,PEP,0,Opponent2
10-3,PEP,0,Opponent2
11-3,Gonz,0,Opponent2
11-4,PEP,0,Opponent2
12-4,Gonz,0,Opponent2
12-5,PEP,0,Opponent2
13-5,Gonz,0,Opponent2
13-6,PEP,0,Opponent2
14-6,Gonz,0,Opponent2
14-7,PEP,0,Opponent2
15-7,Gonz,0,Opponent2
16-7,PEP,0,Opponent2
16-8,PEP,0,Opponent2
16-9,Gonz,0,Opponent2
17-9,Gonz,0,Opponent2
18-9,PEP,0,Opponent2
18-10,PEP,0,Opponent2
19-10,Gonz,0,Opponent2
19-11,PEP,0,Opponent2
20-11,Gonz,0,Opponent2
20-12,PEP,0,Opponent2
21-12,Gonz,0,Opponent2
22-12,PEP,0,Opponent2
23-12,PEP,0,Opponent2
23-13,PEP,0,Opponent2
24-13,Gonz,0,Opponent2
24-14,PEP,0,Opponent2
25-14,Gonz,0,Opponent2
1-0,PEP,10,Opponent2
1-1,PEP,10,Opponent2
2-1,Gonz,10,Opponent2
2-2,PEP,10,Opponent2
2-3,Gonz,10,Opponent2
2-4,Gonz,10,Opponent2
3-4,Gonz,10,Opponent2
3-5,PEP,10,Opponent2
4-5,Gonz,10,Opponent2
5-5,PEP,10,Opponent2
6-5,PEP,10,Opponent2
6-6,PEP,10,Opponent2
7-6,Gonz,10,Opponent2
7-7,PEP,10,Opponent2
8-7,Gonz,10,Opponent2
8-8,PEP,10,Opponent2
8-9,Gonz,10,Opponent2
9-9,Gonz,10,Opponent2
9-10,PEP,10,Opponent2
9-11,Gonz,10,Opponent2
10-11,Gonz,10,Opponent2
11-11,PEP,10,Opponent2
11-12,PEP,10,Opponent2
12-12,Gonz,10,Opponent2
12-13,PEP,10,Opponent2
13-13,Gonz,10,Opponent2
13-14,PEP,10,Opponent2
14-14,Gonz,10,Opponent2
15-14,PEP,10,Opponent2
16-14,PEP,10,Opponent2
17-14,PEP,10,Opponent2
17-15,PEP,10,Opponent2
17-16,Gonz,10,Opponent2
18-16,Gonz,10,Opponent2
18-17,PEP,10,Opponent2
18-18,Gonz,10,Opponent2
18-19,Gonz,10,Opponent2
18-20,Gonz,10,Opponent2
18-21,Gonz,10,Opponent2
18-22,Gonz,10,Opponent2
18-23,Gonz,10,Opponent2
19-23,Gonz,10,Opponent2
20-23,PEP,10,Opponent2
21-23,PEP,10,Opponent2
21-24,PEP,10,Opponent2
22-24,Gonz,10,Opponent2
22-25,PEP,10,Opponent2
0-1,Gonz,11,Opponent2
1-1,Gonz,11,Opponent2
2-1,PEP,11,Opponent2
2-2,PEP,11,Opponent2
3-2,Gonz,11,Opponent2
3-3,PEP,11,Opponent2
3-4,Gonz,11,Opponent2
4-4,Gonz,11,Opponent2
4-5,PEP,11,Opponent2
4-6,Gonz,11,Opponent2
5-6,Gonz,11,Opponent2
6-6,PEP,11,Opponent2
7-6,PEP,11,Opponent2
7-7,PEP,11,Opponent2
7-8,Gonz,11,Opponent2
7-9,Gonz,11,Opponent2
8-9,Gonz,11,Opponent2
9-9,PEP,11,Opponent2
10-9,PEP,11,Opponent2
10-10,PEP,11,Opponent2
11-10,Gonz,11,Opponent2
11-11,PEP,11,Opponent2
12-11,Gonz,11,Opponent2
12-12,PEP,11,Opponent2
13-12,Gonz,11,Opponent2
13-13,PEP,11,Opponent2
14-13,Gonz,11,Opponent2
15-13,PEP,11,Opponent2
15-14,PEP,11,Opponent2
15-15,Gonz,11,Opponent2
16-15,Gonz,11,Opponent2
16-16,PEP,11,Opponent2
17-16,Gonz,11,Opponent2
17-17,PEP,11,Opponent2
17-18,Gonz,11,Opponent2
17-19,Gonz,11,Opponent2
17-20,Gonz,11,Opponent2
18-20,Gonz,11,Opponent2
18-21,PEP,11,Opponent2
19-21,Gonz,11,Opponent2
20-21,PEP,11,Opponent2
20-22,PEP,11,Opponent2
21-22,Gonz,11,Opponent2
22-22,PEP,11,Opponent2
23-22,PEP,11,Opponent2
23-23,PEP,11,Opponent2
24-23,Gonz,11,Opponent2
24-24,PEP,11,Opponent2
25-24,Gonz,11,Opponent2
25-25,PEP,11,Opponent2
25-26,Gonz,11,Opponent2
25-27,Gonz,11,Opponent2
0-1,PEP,12,Opponent2
0-2,Gonz,12,Opponent2
1-2,Gonz,12,Opponent2
1-3,PEP,12,Opponent2
1-4,Gonz,12,Opponent2
2-4,Gonz,12,Opponent2
2-5,PEP,12,Opponent2
2-6,Gonz,12,Opponent2
3-6,Gonz,12,Opponent2
4-6,PEP,12,Opponent2
4-7,PEP,12,Opponent2
5-7,Gonz,12,Opponent2
6-7,PEP,12,Opponent2
7-7,PEP,12,Opponent2
8-7,PEP,12,Opponent2
8-8,PEP,12,Opponent2
8-9,Gonz,12,Opponent2
8-10,Gonz,12,Opponent2
9-10,Gonz,12,Opponent2
10-10,PEP,12,Opponent2
10-11,PEP,12,Opponent2
11-11,Gonz,12,Opponent2
12-11,PEP,12,Opponent2
12-12,PEP,12,Opponent2
13-12,Gonz,12,Opponent2
13-13,PEP,12,Opponent2
14-13,Gonz,12,Opponent2
14-14,PEP,12,Opponent2
15-14,Gonz,12,Opponent2
16-14,PEP,12,Opponent2
16-15,PEP,12,Opponent2
17-15,Gonz,12,Opponent2
17-16,PEP,12,Opponent2
18-16,Gonz,12,Opponent2
19-16,PEP,12,Opponent2
20-16,PEP,12,Opponent2
21-16,PEP,12,Opponent2
22-16,PEP,12,Opponent2
23-16,PEP,12,Opponent2
23-17,PEP,12,Opponent2
24-17,Gonz,12,Opponent2
24-18,PEP,12,Opponent2
24-19,Gonz,12,Opponent2
24-20,Gonz,12,Opponent2
24-21,Gonz,12,Opponent2
24-22,Gonz,12,Opponent2
25-22,Gonz,12,Opponent2
1-0,Gonz,13,Opponent2
2-0,PEP,13,Opponent2
2-1,PEP,13,Opponent2
3-1,Gonz,13,Opponent2
3-2,PEP,13,Opponent2
4-2,Gonz,13,Opponent2
5-2,PEP,13,Opponent2
6-2,PEP,13,Opponent2
7-2,PEP,13,Opponent2
8-2,PEP,13,Opponent2
9-2,PEP,13,Opponent2
10-2,PEP,13,Opponent2
11-2,PEP,13,Opponent2
11-3,PEP,13,Opponent2
12-3,Gonz,13,Opponent2
12-4,PEP,13,Opponent2
13-4,Gonz,13,Opponent2
13-5,PEP,13,Opponent2
14-5,Gonz,13,Opponent2
14-6,PEP,13,Opponent2
15-6,Gonz,13,Opponent2
1-0,POR,0,Opponent1
1-1,PEP,0,Opponent1
2-1,POR,0,Opponent1
2-2,PEP,0,Opponent1
3-2,POR,0,Opponent1
3-3,PEP,0,Opponent1
4-3,POR,0,Opponent1
4-4,PEP,0,Opponent1
5-4,POR,0,Opponent1
6-4,PEP,0,Opponent1
6-5,PEP,0,Opponent1
7-5,POR,0,Opponent1
8-5,PEP,0,Opponent1
8-6,PEP,0,Opponent1
9-6,POR,0,Opponent1
9-7,PEP,0,Opponent1
10-7,POR,0,Opponent1
11-7,PEP,0,Opponent1
11-8,PEP,0,Opponent1
11-9,POR,0,Opponent1
12-9,POR,0,Opponent1
13-9,PEP,0,Opponent1
14-9,PEP,0,Opponent1
15-9,PEP,0,Opponent1
15-10,PEP,0,Opponent1
16-10,POR,0,Opponent1
17-10,PEP,0,Opponent1
18-10,PEP,0,Opponent1
19-10,PEP,0,Opponent1
19-11,PEP,0,Opponent1
20-11,POR,0,Opponent1
20-12,PEP,0,Opponent1
21-12,POR,0,Opponent1
22-12,PEP,0,Opponent1
23-12,PEP,0,Opponent1
23-13,PEP,0,Opponent1
23-14,POR,0,Opponent1
24-14,POR,0,Opponent1
25-14,PEP,0,Opponent1
0-1,PEP,10,Opponent1
1-1,POR,10,Opponent1
2-1,PEP,10,Opponent1
2-2,PEP,10,Opponent1
3-2,POR,10,Opponent1
4-2,PEP,10,Opponent1
4-3,PEP,10,Opponent1
4-4,POR,10,Opponent1
5-4,POR,10,Opponent1
6-4,PEP,10,Opponent1
6-5,PEP,10,Opponent1
7-5,POR,10,Opponent1
7-6,PEP,10,Opponent1
8-6,POR,10,Opponent1
9-6,PEP,10,Opponent1
9-7,PEP,10,Opponent1
9-8,POR,10,Opponent1
10-8,POR,10,Opponent1
11-8,PEP,10,Opponent1
12-8,PEP,10,Opponent1
12-9,PEP,10,Opponent1
12-10,POR,10,Opponent1
12-11,POR,10,Opponent1
12-12,POR,10,Opponent1
13-12,POR,10,Opponent1
13-13,PEP,10,Opponent1
14-13,POR,10,Opponent1
15-13,PEP,10,Opponent1
15-14,PEP,10,Opponent1
16-14,POR,10,Opponent1
17-14,PEP,10,Opponent1
17-15,PEP,10,Opponent1
17-16,POR,10,Opponent1
18-16,POR,10,Opponent1
19-16,PEP,10,Opponent1
19-17,PEP,10,Opponent1
19-18,POR,10,Opponent1
20-18,POR,10,Opponent1
20-19,PEP,10,Opponent1
21-19,POR,10,Opponent1
21-20,PEP,10,Opponent1
21-21,POR,10,Opponent1
22-21,POR,10,Opponent1
22-22,PEP,10,Opponent1
22-23,POR,10,Opponent1
23-23,POR,10,Opponent1
23-24,PEP,10,Opponent1
24-24,POR,10,Opponent1
25-24,PEP,10,Opponent1
26-24,PEP,10,Opponent1
1-0,POR,20,Opponent1
1-1,PEP,20,Opponent1
2-1,POR,20,Opponent1
2-2,PEP,20,Opponent1
3-2,POR,20,Opponent1
3-3,PEP,20,Opponent1
4-3,POR,20,Opponent1
4-4,PEP,20,Opponent1
5-4,POR,20,Opponent1
6-4,PEP,20,Opponent1
6-5,PEP,20,Opponent1
7-5,POR,20,Opponent1
7-6,PEP,20,Opponent1
7-7,POR,20,Opponent1
8-7,POR,20,Opponent1
9-7,PEP,20,Opponent1
10-7,PEP,20,Opponent1
10-8,PEP,20,Opponent1
10-9,POR,20,Opponent1
10-10,POR,20,Opponent1
11-10,POR,20,Opponent1
12-10,PEP,20,Opponent1
13-10,PEP,20,Opponent1
14-10,PEP,20,Opponent1
14-11,PEP,20,Opponent1
15-11,POR,20,Opponent1
16-11,PEP,20,Opponent1
16-12,PEP,20,Opponent1
17-12,POR,20,Opponent1
18-12,PEP,20,Opponent1
18-13,PEP,20,Opponent1
19-13,POR,20,Opponent1
19-14,PEP,20,Opponent1
19-15,POR,20,Opponent1
20-15,POR,20,Opponent1
20-16,PEP,20,Opponent1
21-16,POR,20,Opponent1
21-17,PEP,20,Opponent1
22-17,POR,20,Opponent1
23-17,PEP,20,Opponent1
