Score,Serve Team,Set Score,Game Score
3-5,UW,0,Opponent2
4-5,UW,0,Opponent2
5-5,USC,0,Opponent2
5-6,USC,0,Opponent2
6-6,UW,0,Opponent2
6-7,USC,0,Opponent2
7-7,UW,0,Opponent2
7-8,USC,0,Opponent2
8-8,UW,0,Opponent2
8-9,USC,0,Opponent2
8-10,UW,0,Opponent2
9-10,UW,0,Opponent2
9-11,USC,0,Opponent2
9-12,UW,0,Opponent2
10-12,UW,0,Opponent2
11-12,USC,0,Opponent2
12-12,USC,0,Opponent2
12-13,USC,0,Opponent2
13-13,UW,0,Opponent2
14-13,USC,0,Opponent2
14-14,USC,0,Opponent2
15-14,UW,0,Opponent2
15-15,USC,0,Opponent2
16-15,UW,0,Opponent2
16-16,USC,0,Opponent2
17-16,UW,0,Opponent2
18-16,USC,0,Opponent2
18-17,USC,0,Opponent2
19-17,UW,0,Opponent2
20-17,USC,0,Opponent2
21-17,USC,0,Opponent2
21-18,USC,0,Opponent2
22-18,UW,0,Opponent2
22-19,USC,0,Opponent2
22-20,UW,0,Opponent2
22-21,UW,0,Opponent2
22-22,UW,0,Opponent2
23-22,UW,0,Opponent2
23-23,USC,0,Opponent2
23-24,UW,0,Opponent2
23-25,UW,0,Opponent2
1-0,UW,1,Opponent2
1-1,USC,1,Opponent2
2-1,UW,1,Opponent2
3-1,USC,1,Opponent2
3-2,USC,1,Opponent2
3-3,UW,1,Opponent2
3-4,UW,1,Opponent2
3-5,UW,1,Opponent2
4-5,UW,1,Opponent2
5-5,USC,1,Opponent2
6-5,USC,1,Opponent2
7-5,USC,1,Opponent2
7-6,USC,1,Opponent2
8-6,UW,1,Opponent2
9-6,USC,1,Opponent2
9-7,USC,1,Opponent2
10-7,UW,1,Opponent2
10-8,USC,1,Opponent2
11-8,UW,1,Opponent2
11-9,USC,1,Opponent2
12-9,UW,1,Opponent2
12-10,USC,1,Opponent2
12-11,UW,1,Opponent2
12-12,UW,1,Opponent2
12-13,UW,1,Opponent2
13-13,UW,1,Opponent2
13-14,USC,1,Opponent2
13-15,UW,1,Opponent2
13-16,UW,1,Opponent2
13-17,UW,1,Opponent2
13-18,UW,1,Opponent2
14-18,UW,1,Opponent2
14-19,USC,1,Opponent2
15-19,UW,1,Opponent2
15-20,USC,1,Opponent2
16-20,UW,1,Opponent2
16-21,USC,1,Opponent2
16-22,UW,1,Opponent2
17-22,UW,1,Opponent2
18-22,USC,1,Opponent2
18-23,USC,1,Opponent2
18-24,UW,1,Opponent2
19-24,UW,1,Opponent2
19-25,USC,1,Opponent2
0-1,USC,2,Opponent2
1-1,UW,2,Opponent2
1-2,USC,2,Opponent2
2-2,UW,2,Opponent2
2-3,USC,2,Opponent2
3-3,UW,2,Opponent2
4-3,USC,2,Opponent2
4-4,USC,2,Opponent2
4-5,UW,2,Opponent2
5-5,UW,2,Opponent2
6-5,USC,2,Opponent2
6-6,USC,2,Opponent2
7-6,UW,2,Opponent2
8-6,USC,2,Opponent2
9-6,USC,2,Opponent2
9-7,USC,2,Opponent2
9-8,UW,2,Opponent2
10-8,UW,2,Opponent2
11-8,USC,2,Opponent2
11-9,USC,2,Opponent2
11-10,UW,2,Opponent2
12-10,UW,2,Opponent2
12-11,USC,2,Opponent2
13-11,UW,2,Opponent2
13-12,USC,2,Opponent2
13-13,UW,2,Opponent2
13-14,UW,2,Opponent2
13-15,UW,2,Opponent2
13-16,UW,2,Opponent2
13-17,UW,2,Opponent2
14-17,UW,2,Opponent2
14-18,USC,2,Opponent2
15-18,UW,2,Opponent2
15-19,USC,2,Opponent2
16-19,UW,2,Opponent2
16-20,USC,2,Opponent2
16-21,UW,2,Opponent2
17-21,UW,2,Opponent2
17-22,USC,2,Opponent2
18-22,UW,2,Opponent2
19-22,USC,2,Opponent2
20-22,USC,2,Opponent2
21-22,USC,2,Opponent2
21-23,USC,2,Opponent2
22-23,UW,2,Opponent2
22-24,USC,2,Opponent2
23-24,UW,2,Opponent2
24-24,USC,2,Opponent2
25-24,USC,2,Opponent2
26-24,USC,2,Opponent2
0-1,UW,12,Opponent2
1-1,UW,12,Opponent2
1-2,USC,12,Opponent2
2-2,UW,12,Opponent2
3-2,USC,12,Opponent2
3-3,USC,12,Opponent2
3-4,UW,12,Opponent2
4-4,UW,12,Opponent2
5-4,USC,12,Opponent2
6-4,USC,12,Opponent2
7-4,USC,12,Opponent2
8-4,USC,12,Opponent2
9-4,USC,12,Opponent2
9-5,USC,12,Opponent2
9-6,UW,12,Opponent2
10-6,UW,12,Opponent2
11-6,USC,12,Opponent2
11-7,USC,12,Opponent2
12-7,UW,12,Opponent2
13-7,USC,12,Opponent2
13-8,USC,12,Opponent2
14-8,UW,12,Opponent2
14-9,USC,12,Opponent2
15-9,UW,12,Opponent2
16-9,USC,12,Opponent2
16-10,USC,12,Opponent2
16-11,UW,12,Opponent2
16-12,UW,12,Opponent2
17-12,UW,12,Opponent2
18-12,USC,12,Opponent2
19-12,USC,12,Opponent2
19-13,USC,12,Opponent2
19-14,UW,12,Opponent2
20-14,UW,12,Opponent2
20-15,USC,12,Opponent2
21-15,UW,12,Opponent2
21-16,USC,12,Opponent2
21-17,UW,12,Opponent2
22-17,UW,12,Opponent2
22-18,USC,12,Opponent2
23-18,UW,12,Opponent2
23-19,USC,12,Opponent2
24-19,UW,12,Opponent2
24-20,USC,12,Opponent2
24-21,UW,12,Opponent2
25-21,UW,12,Opponent2
1-0,UW,22,Opponent2
1-1,USC,22,Opponent2
2-1,UW,22,Opponent2
2-2,USC,22,Opponent2
3-2,UW,22,Opponent2
3-3,USC,22,Opponent2
4-3,UW,22,Opponent2
4-4,USC,22,Opponent2
4-5,UW,22,Opponent2
5-5,UW,22,Opponent2
5-6,USC,22,Opponent2
6-6,UW,22,Opponent2
6-7,USC,22,Opponent2
6-8,UW,22,Opponent2
6-9,UW,22,Opponent2
6-10,UW,22,Opponent2
7-10,UW,22,Opponent2
8-10,USC,22,Opponent2
8-11,USC,22,Opponent2
9-11,UW,22,Opponent2
9-12,USC,22,Opponent2
10-12,UW,22,Opponent2
10-13,USC,22,Opponent2
11-13,UW,22,Opponent2
12-13,USC,22,Opponent2
12-14,USC,22,Opponent2
12-15,UW,22,Opponent2
1-0,UW,0,Opponent2
1-1,USC,0,Opponent2
2-1,UW,0,Opponent2
2-2,USC,0,Opponent2
3-2,UW,0,Opponent2
3-3,USC,0,Opponent2
3-4,UW,0,Opponent2
3-5,UW,0,Opponent2
3-6,UW,0,Opponent2
3-7,UW,0,Opponent2
3-8,UW,0,Opponent2
4-8,UW,0,Opponent2
5-8,USC,0,Opponent2
6-8,USC,0,Opponent2
6-9,USC,0,Opponent2
6-10,UW,0,Opponent2
7-10,UW,0,Opponent2
8-10,USC,0,Opponent2
9-10,USC,0,Opponent2
9-11,USC,0,Opponent2
9-12,UW,0,Opponent2
9-13,UW,0,Opponent2
10-13,UW,0,Opponent2
10-14,USC,0,Opponent2
11-14,UW,0,Opponent2
11-15,USC,0,Opponent2
11-16,UW,0,Opponent2
11-17,UW,0,Opponent2
12-17,UW,0,Opponent2
12-18,USC,0,Opponent2
12-19,UW,0,Opponent2
13-19,UW,0,Opponent2
14-19,USC,0,Opponent2
14-20,USC,0,Opponent2
15-20,UW,0,Opponent2
15-21,USC,0,Opponent2
16-21,UW,0,Opponent2
16-22,USC,0,Opponent2
16-23,UW,0,Opponent2
16-24,UW,0,Opponent2
16-25,UW,0,Opponent2
1-0,USC,1,Opponent2
2-0,USC,1,Opponent2
2-1,USC,1,Opponent2
2-2,UW,1,Opponent2
2-3,UW,1,Opponent2
3-3,UW,1,Opponent2
4-3,USC,1,Opponent2
4-4,USC,1,Opponent2
4-5,UW,1,Opponent2
5-5,UW,1,Opponent2
6-5,USC,1,Opponent2
7-5,USC,1,Opponent2
8-5,USC,1,Opponent2
8-6,USC,1,Opponent2
8-7,UW,1,Opponent2
8-8,UW,1,Opponent2
9-8,UW,1,Opponent2
9-9,USC,1,Opponent2
10-9,UW,1,Opponent2
11-9,USC,1,Opponent2
11-10,USC,1,Opponent2
11-11,UW,1,Opponent2
12-11,UW,1,Opponent2
12-12,USC,1,Opponent2
13-12,UW,1,Opponent2
14-12,USC,1,Opponent2
15-12,USC,1,Opponent2
16-12,USC,1,Opponent2
16-13,USC,1,Opponent2
16-14,UW,1,Opponent2
16-15,UW,1,Opponent2
16-16,UW,1,Opponent2
16-17,UW,1,Opponent2
16-18,UW,1,Opponent2
17-18,UW,1,Opponent2
17-19,USC,1,Opponent2
18-19,UW,1,Opponent2
18-20,USC,1,Opponent2
19-20,UW,1,Opponent2
19-21,USC,1,Opponent2
20-21,UW,1,Opponent2
20-22,USC,1,Opponent2
21-22,UW,1,Opponent2
21-23,USC,1,Opponent2
22-23,UW,1,Opponent2
23-23,USC,1,Opponent2
24-23,USC,1,Opponent2
24-24,USC,1,Opponent2
24-25,UW,1,Opponent2
24-26,UW,1,Opponent2
1-0,UW,2,Opponent2
1-1,USC,2,Opponent2
1-2,UW,2,Opponent2
2-2,UW,2,Opponent2
2-3,USC,2,Opponent2
2-4,UW,2,Opponent2
2-5,UW,2,Opponent2
3-5,UW,2,Opponent2
4-5,USC,2,Opponent2
4-6,USC,2,Opponent2
5-6,UW,2,Opponent2
6-6,USC,2,Opponent2
6-7,USC,2,Opponent2
6-8,UW,2,Opponent2
7-8,UW,2,Opponent2
7-9,USC,2,Opponent2
7-10,UW,2,Opponent2
7-11,UW,2,Opponent2
8-11,UW,2,Opponent2
9-11,USC,2,Opponent2
9-12,USC,2,Opponent2
9-13,UW,2,Opponent2
10-13,UW,2,Opponent2
10-14,USC,2,Opponent2
10-15,UW,2,Opponent2
10-16,UW,2,Opponent2
10-17,UW,2,Opponent2
11-17,UW,2,Opponent2
12-17,USC,2,Opponent2
12-18,USC,2,Opponent2
13-18,UW,2,Opponent2
13-19,USC,2,Opponent2
13-20,UW,2,Opponent2
14-20,UW,2,Opponent2
14-21,USC,2,Opponent2
14-22,UW,2,Opponent2
14-23,UW,2,Opponent2
15-23,UW,2,Opponent2
15-24,USC,2,Opponent2
15-25,UW,2,Opponent2
0-1,Stan,0,Opponent2
0-2,UW,0,Opponent2
0-3,UW,0,Opponent2
0-4,UW,0,Opponent2
1-4,UW,0,Opponent2
1-5,Stan,0,Opponent2
2-5,UW,0,Opponent2
2-6,Stan,0,Opponent2
2-7,UW,0,Opponent2
3-7,UW,0,Opponent2
3-8,Stan,0,Opponent2
4-8,UW,0,Opponent2
5-8,Stan,0,Opponent2
5-9,Stan,0,Opponent2
6-9,UW,0,Opponent2
6-10,Stan,0,Opponent2
7-10,UW,0,Opponent2
8-10,Stan,0,Opponent2
9-10,Stan,0,Opponent2
10-10,Stan,0,Opponent2
11-10,Stan,0,Opponent2
12-10,Stan,0,Opponent2
12-11,Stan,0,Opponent2
12-12,UW,0,Opponent2
12-13,UW,0,Opponent2
13-13,UW,0,Opponent2
13-14,Stan,0,Opponent2
14-14,UW,0,Opponent2
14-15,Stan,0,Opponent2
15-15,UW,0,Opponent2
15-16,Stan,0,Opponent2
15-17,UW,0,Opponent2
16-17,UW,0,Opponent2
17-17,Stan,0,Opponent2
17-18,Stan,0,Opponent2
17-19,UW,0,Opponent2
17-20,UW,0,Opponent2
18-20,UW,0,Opponent2
19-20,Stan,0,Opponent2
19-21,Stan,0,Opponent2
20-21,UW,0,Opponent2
20-22,Stan,0,Opponent2
20-23,UW,0,Opponent2
21-23,UW,0,Opponent2
21-24,Stan,0,Opponent2
22-24,UW,0,Opponent2
22-25,Stan,0,Opponent2
0-1,UW,1,Opponent2
0-2,UW,1,Opponent2
1-2,UW,1,Opponent2
1-3,Stan,1,Opponent2
2-3,UW,1,Opponent2
2-4,Stan,1,Opponent2
2-5,UW,1,Opponent2
2-6,UW,1,Opponent2
3-6,UW,1,Opponent2
3-7,Stan,1,Opponent2
4-7,UW,1,Opponent2
4-8,Stan,1,Opponent2
5-8,UW,1,Opponent2
6-8,Stan,1,Opponent2
6-9,Stan,1,Opponent2
6-10,UW,1,Opponent2
6-11,UW,1,Opponent2
6-12,UW,1,Opponent2
6-13,UW,1,Opponent2
7-13,UW,1,Opponent2
7-14,Stan,1,Opponent2
8-14,UW,1,Opponent2
8-15,Stan,1,Opponent2
9-15,UW,1,Opponent2
9-16,Stan,1,Opponent2
9-17,UW,1,Opponent2
10-17,UW,1,Opponent2
11-17,Stan,1,Opponent2
12-17,Stan,1,Opponent2
13-17,Stan,1,Opponent2
13-18,Stan,1,Opponent2
13-19,UW,1,Opponent2
13-20,UW,1,Opponent2
14-20,UW,1,Opponent2
15-20,Stan,1,Opponent2
15-21,Stan,1,Opponent2
16-21,UW,1,Opponent2
16-22,Stan,1,Opponent2
17-22,UW,1,Opponent2
18-22,Stan,1,Opponent2
18-23,Stan,1,Opponent2
18-24,UW,1,Opponent2
19-24,UW,1,Opponent2
19-25,Stan,1,Opponent2
1-0,Stan,2,Opponent2
2-0,Stan,2,Opponent2
2-1,Stan,2,Opponent2
2-2,UW,2,Opponent2
2-3,UW,2,Opponent2
3-3,UW,2,Opponent2
3-4,Stan,2,Opponent2
4-4,UW,2,Opponent2
4-5,Stan,2,Opponent2
5-5,UW,2,Opponent2
6-5,Stan,2,Opponent2
7-5,Stan,2,Opponent2
7-6,Stan,2,Opponent2
7-7,UW,2,Opponent2
7-8,UW,2,Opponent2
7-9,UW,2,Opponent2
8-9,UW,2,Opponent2
9-9,Stan,2,Opponent2
10-9,Stan,2,Opponent2
10-10,Stan,2,Opponent2
11-10,UW,2,Opponent2
12-10,Stan,2,Opponent2
13-10,Stan,2,Opponent2
13-11,Stan,2,Opponent2
13-12,UW,2,Opponent2
14-12,UW,2,Opponent2
15-12,Stan,2,Opponent2
15-13,Stan,2,Opponent2
16-13,UW,2,Opponent2
16-14,Stan,2,Opponent2
16-15,UW,2,Opponent2
16-16,UW,2,Opponent2
16-17,UW,2,Opponent2
17-17,UW,2,Opponent2
18-17,Stan,2,Opponent2
18-18,Stan,2,Opponent2
19-18,UW,2,Opponent2
20-18,Stan,2,Opponent2
20-19,Stan,2,Opponent2
21-19,UW,2,Opponent2
22-19,Stan,2,Opponent2
23-19,Stan,2,Opponent2
23-20,Stan,2,Opponent2
24-20,UW,2,Opponent2
24-21,Stan,2,Opponent2
24-22,UW,2,Opponent2
25-22,UW,2,Opponent2
0-1,UW,12,Opponent2
1-1,UW,12,Opponent2
2-1,Stan,12,Opponent2
3-1,Stan,12,Opponent2
3-2,Stan,12,Opponent2
3-3,UW,12,Opponent2
3-4,UW,12,Opponent2
3-5,UW,12,Opponent2
4-5,UW,12,Opponent2
5-5,Stan,12,Opponent2
5-6,Stan,12,Opponent2
5-7,UW,12,Opponent2
5-8,UW,12,Opponent2
6-8,UW,12,Opponent2
6-9,Stan,12,Opponent2
7-9,UW,12,Opponent2
7-10,Stan,12,Opponent2
8-10,UW,12,Opponent2
8-11,Stan,12,Opponent2
8-12,UW,12,Opponent2
9-12,UW,12,Opponent2
9-13,Stan,12,Opponent2
10-13,UW,12,Opponent2
11-13,Stan,12,Opponent2
11-14,Stan,12,Opponent2
12-14,UW,12,Opponent2
13-14,Stan,12,Opponent2
13-15,Stan,12,Opponent2
14-15,UW,12,Opponent2
15-15,Stan,12,Opponent2
15-16,Stan,12,Opponent2
15-17,UW,12,Opponent2
16-17,UW,12,Opponent2
16-18,Stan,12,Opponent2
17-18,UW,12,Opponent2
18-18,Stan,12,Opponent2
18-19,Stan,12,Opponent2
19-19,UW,12,Opponent2
20-19,Stan,12,Opponent2
21-19,Stan,12,Opponent2
21-20,Stan,12,Opponent2
21-21,UW,12,Opponent2
21-22,UW,12,Opponent2
22-22,UW,12,Opponent2
23-22,Stan,12,Opponent2
23-23,Stan,12,Opponent2
23-24,UW,12,Opponent2
24-24,UW,12,Opponent2
24-25,Stan,12,Opponent2
25-25,UW,12,Opponent2
25-26,Stan,12,Opponent2
26-26,UW,12,Opponent2
26-27,Stan,12,Opponent2
27-27,UW,12,Opponent2
27-28,Stan,12,Opponent2
27-29,UW,12,Opponent2
0-1,UW,0,Opponent2
1-1,UW,0,Opponent2
2-1,Stan,0,Opponent2
3-1,Stan,0,Opponent2
3-2,Stan,0,Opponent2
3-3,UW,0,Opponent2
4-3,UW,0,Opponent2
5-3,Stan,0,Opponent2
6-3,Stan,0,Opponent2
6-4,Stan,0,Opponent2
6-5,UW,0,Opponent2
7-5,UW,0,Opponent2
8-5,Stan,0,Opponent2
9-5,Stan,0,Opponent2
9-6,Stan,0,Opponent2
10-6,UW,0,Opponent2
11-6,Stan,0,Opponent2
11-7,Stan,0,Opponent2
11-8,UW,0,Opponent2
12-8,UW,0,Opponent2
12-9,Stan,0,Opponent2
13-9,UW,0,Opponent2
14-9,Stan,0,Opponent2
14-10,Stan,0,Opponent2
14-11,UW,0,Opponent2
14-12,UW,0,Opponent2
15-12,UW,0,Opponent2
16-12,Stan,0,Opponent2
16-13,Stan,0,Opponent2
17-13,UW,0,Opponent2
17-14,Stan,0,Opponent2
18-14,UW,0,Opponent2
19-14,Stan,0,Opponent2
19-15,Stan,0,Opponent2
19-16,UW,0,Opponent2
20-16,UW,0,Opponent2
20-17,Stan,0,Opponent2
20-18,UW,0,Opponent2
21-18,UW,0,Opponent2
21-19,Stan,0,Opponent2
21-20,UW,0,Opponent2
21-21,UW,0,Opponent2
22-21,UW,0,Opponent2
23-21,Stan,0,Opponent2
23-22,Stan,0,Opponent2
24-22,UW,0,Opponent2
25-22,Stan,0,Opponent2
0-1,Stan,10,Opponent2
0-2,UW,10,Opponent2
0-3,UW,10,Opponent2
0-4,UW,10,Opponent2
1-4,UW,10,Opponent2
1-5,Stan,10,Opponent2
2-5,UW,10,Opponent2
2-6,Stan,10,Opponent2
3-6,UW,10,Opponent2
3-7,Stan,10,Opponent2
3-8,UW,10,Opponent2
4-8,UW,10,Opponent2
4-9,Stan,10,Opponent2
5-9,UW,10,Opponent2
6-9,Stan,10,Opponent2
6-10,Stan,10,Opponent2
6-11,UW,10,Opponent2
6-12,UW,10,Opponent2
7-12,UW,10,Opponent2
7-13,Stan,10,Opponent2
7-14,UW,10,Opponent2
8-14,UW,10,Opponent2
9-14,Stan,10,Opponent2
9-15,Stan,10,Opponent2
10-15,UW,10,Opponent2
10-16,Stan,10,Opponent2
10-17,UW,10,Opponent2
11-17,UW,10,Opponent2
11-18,Stan,10,Opponent2
11-19,UW,10,Opponent2
12-19,UW,10,Opponent2
12-20,Stan,10,Opponent2
12-21,UW,10,Opponent2
12-22,UW,10,Opponent2
12-23,UW,10,Opponent2
12-24,UW,10,Opponent2
12-25,UW,10,Opponent2
0-1,UW,11,Opponent2
1-1,UW,11,Opponent2
1-2,Stan,11,Opponent2
2-2,UW,11,Opponent2
2-3,Stan,11,Opponent2
2-4,UW,11,Opponent2
2-5,UW,11,Opponent2
2-6,UW,11,Opponent2
3-6,UW,11,Opponent2
4-6,Stan,11,Opponent2
4-7,Stan,11,Opponent2
4-8,UW,11,Opponent2
4-9,UW,11,Opponent2
4-10,UW,11,Opponent2
5-10,UW,11,Opponent2
6-10,Stan,11,Opponent2
7-10,Stan,11,Opponent2
7-11,Stan,11,Opponent2
8-11,UW,11,Opponent2
8-12,Stan,11,Opponent2
8-13,UW,11,Opponent2
9-13,UW,11,Opponent2
9-14,Stan,11,Opponent2
9-15,UW,11,Opponent2
10-15,UW,11,Opponent2
11-15,Stan,11,Opponent2
12-15,Stan,11,Opponent2
12-16,Stan,11,Opponent2
13-16,UW,11,Opponent2
13-17,Stan,11,Opponent2
14-17,UW,11,Opponent2
15-17,Stan,11,Opponent2
15-18,Stan,11,Opponent2
15-19,UW,11,Opponent2
16-19,UW,11,Opponent2
16-20,Stan,11,Opponent2
16-21,UW,11,Opponent2
17-21,UW,11,Opponent2
17-22,Stan,11,Opponent2
18-22,UW,11,Opponent2
19-22,Stan,11,Opponent2
19-23,Stan,11,Opponent2
20-23,UW,11,Opponent2
21-23,Stan,11,Opponent2
22-23,Stan,11,Opponent2
22-24,Stan,11,Opponent2
23-24,UW,11,Opponent2
24-24,Stan,11,Opponent2
24-25,Stan,11,Opponent2
25-25,UW,11,Opponent2
26-25,Stan,11,Opponent2
26-26,Stan,11,Opponent2
26-27,UW,11,Opponent2
27-27,UW,11,Opponent2
28-27,Stan,11,Opponent2
28-28,Stan,11,Opponent2
29-28,UW,11,Opponent2
29-29,Stan,11,Opponent2
29-30,UW,11,Opponent2
30-30,UW,11,Opponent2
30-31,Stan,11,Opponent2
31-31,UW,11,Opponent2
31-32,Stan,11,Opponent2
31-33,UW,11,Opponent2
1-0,Stan,12,Opponent2
1-1,Stan,12,Opponent2
2-1,UW,12,Opponent2
2-2,Stan,12,Opponent2
3-2,UW,12,Opponent2
3-3,Stan,12,Opponent2
3-4,UW,12,Opponent2
4-4,UW,12,Opponent2
4-5,Stan,12,Opponent2
4-6,UW,12,Opponent2
4-7,UW,12,Opponent2
5-7,UW,12,Opponent2
5-8,Stan,12,Opponent2
6-8,UW,12,Opponent2
7-8,Stan,12,Opponent2
8-8,Stan,12,Opponent2
9-8,Stan,12,Opponent2
10-8,Stan,12,Opponent2
11-8,Stan,12,Opponent2
11-9,Stan,12,Opponent2
12-9,UW,12,Opponent2
12-10,Stan,12,Opponent2
12-11,UW,12,Opponent2
13-11,UW,12,Opponent2
14-11,Stan,12,Opponent2
15-11,Stan,12,Opponent2
15-12,Stan,12,Opponent2
16-12,UW,12,Opponent2
16-13,Stan,12,Opponent2
17-13,UW,12,Opponent2
18-13,Stan,12,Opponent2
19-13,Stan,12,Opponent2
19-14,Stan,12,Opponent2
20-14,UW,12,Opponent2
21-14,Stan,12,Opponent2
22-14,Stan,12,Opponent2
22-15,Stan,12,Opponent2
23-15,UW,12,Opponent2
23-16,Stan,12,Opponent2
24-16,UW,12,Opponent2
24-17,Stan,12,Opponent2
24-18,UW,12,Opponent2
25-18,UW,12,Opponent2
1-0,Stan,13,Opponent2
1-1,Stan,13,Opponent2
2-1,UW,13,Opponent2
2-2,Stan,13,Opponent2
2-3,UW,13,Opponent2
2-4,UW,13,Opponent2
3-4,UW,13,Opponent2
4-4,Stan,13,Opponent2
4-5,Stan,13,Opponent2
5-5,UW,13,Opponent2
6-5,Stan,13,Opponent2
6-6,Stan,13,Opponent2
7-6,UW,13,Opponent2
8-6,Stan,13,Opponent2
9-6,Stan,13,Opponent2
9-7,Stan,13,Opponent2
9-8,UW,13,Opponent2
9-9,UW,13,Opponent2
9-10,UW,13,Opponent2
10-10,UW,13,Opponent2
10-11,Stan,13,Opponent2
11-11,UW,13,Opponent2
11-12,Stan,13,Opponent2
11-13,UW,13,Opponent2
12-13,UW,13,Opponent2
13-13,Stan,13,Opponent2
13-14,Stan,13,Opponent2
14-14,UW,13,Opponent2
14-15,Stan,13,Opponent2
14-16,UW,13,Opponent2
0-1,UW,0,Opponent1
1-1,Cal,0,Opponent1
1-2,UW,0,Opponent1
2-2,Cal,0,Opponent1
2-3,UW,0,Opponent1
2-4,Cal,0,Opponent1
3-4,Cal,0,Opponent1
4-4,UW,0,Opponent1
5-4,UW,0,Opponent1
6-4,UW,0,Opponent1
6-5,UW,0,Opponent1
7-5,Cal,0,Opponent1
7-6,UW,0,Opponent1
8-6,Cal,0,Opponent1
8-7,UW,0,Opponent1
9-7,Cal,0,Opponent1
9-8,UW,0,Opponent1
9-9,Cal,0,Opponent1
10-9,Cal,0,Opponent1
11-9,UW,0,Opponent1
11-10,UW,0,Opponent1
12-10,Cal,0,Opponent1
12-11,UW,0,Opponent1
12-12,Cal,0,Opponent1
13-12,Cal,0,Opponent1
13-13,UW,0,Opponent1
13-14,Cal,0,Opponent1
14-14,Cal,0,Opponent1
15-14,UW,0,Opponent1
15-15,UW,0,Opponent1
16-15,Cal,0,Opponent1
17-15,UW,0,Opponent1
18-15,UW,0,Opponent1
18-16,UW,0,Opponent1
18-17,Cal,0,Opponent1
19-17,Cal,0,Opponent1
20-17,UW,0,Opponent1
20-18,UW,0,Opponent1
21-18,Cal,0,Opponent1
21-19,UW,0,Opponent1
22-19,Cal,0,Opponent1
22-20,UW,0,Opponent1
23-20,Cal,0,Opponent1
23-21,UW,0,Opponent1
23-22,Cal,0,Opponent1
23-23,Cal,0,Opponent1
24-23,Cal,0,Opponent1
24-24,UW,0,Opponent1
25-24,Cal,0,Opponent1
26-24,UW,0,Opponent1
0-1,Cal,10,Opponent1
0-2,Cal,10,Opponent1
1-2,Cal,10,Opponent1
2-2,UW,10,Opponent1
3-2,UW,10,Opponent1
4-2,UW,10,Opponent1
5-2,UW,10,Opponent1
5-3,UW,10,Opponent1
6-3,Cal,10,Opponent1
7-3,UW,10,Opponent1
7-4,UW,10,Opponent1
8-4,Cal,10,Opponent1
9-4,UW,10,Opponent1
10-4,UW,10,Opponent1
10-5,UW,10,Opponent1
11-5,Cal,10,Opponent1
12-5,UW,10,Opponent1
13-5,UW,10,Opponent1
13-6,UW,10,Opponent1
14-6,Cal,10,Opponent1
15-6,UW,10,Opponent1
15-7,UW,10,Opponent1
16-7,Cal,10,Opponent1
16-8,UW,10,Opponent1
17-8,Cal,10,Opponent1
18-8,UW,10,Opponent1
19-8,UW,10,Opponent1
19-9,UW,10,Opponent1
20-9,Cal,10,Opponent1
21-9,UW,10,Opponent1
21-10,UW,10,Opponent1
22-10,Cal,10,Opponent1
22-11,UW,10,Opponent1
23-11,Cal,10,Opponent1
23-12,UW,10,Opponent1
24-12,Cal,10,Opponent1
24-13,UW,10,Opponent1
25-13,Cal,10,Opponent1
0-1,UW,20,Opponent1
0-2,Cal,20,Opponent1
0-3,Cal,20,Opponent1
1-3,Cal,20,Opponent1
1-4,UW,20,Opponent1
2-4,Cal,20,Opponent1
3-4,UW,20,Opponent1
4-4,UW,20,Opponent1
5-4,UW,20,Opponent1
6-4,UW,20,Opponent1
6-5,UW,20,Opponent1
6-6,Cal,20,Opponent1
7-6,Cal,20,Opponent1
8-6,UW,20,Opponent1
8-7,UW,20,Opponent1
8-8,Cal,20,Opponent1
9-8,Cal,20,Opponent1
9-9,UW,20,Opponent1
10-9,Cal,20,Opponent1
10-10,UW,20,Opponent1
11-10,Cal,20,Opponent1
12-10,UW,20,Opponent1
13-10,UW,20,Opponent1
14-10,UW,20,Opponent1
15-10,UW,20,Opponent1
16-10,UW,20,Opponent1
17-10,UW,20,Opponent1
18-10,UW,20,Opponent1
18-11,UW,20,Opponent1
19-11,Cal,20,Opponent1
19-12,UW,20,Opponent1
19-13,Cal,20,Opponent1
20-13,Cal,20,Opponent1
21-13,UW,20,Opponent1
22-13,UW,20,Opponent1
23-13,UW,20,Opponent1
24-13,UW,20,Opponent1
24-14,UW,20,Opponent1
25-14,Cal,20,Opponent1
0-1,UW,0,Opponent1
1-1,Cal,0,Opponent1
2-1,UW,0,Opponent1
2-2,UW,0,Opponent1
3-2,Cal,0,Opponent1
4-2,UW,0,Opponent1
5-2,UW,0,Opponent1
5-3,UW,0,Opponent1
5-4,Cal,0,Opponent1
6-4,Cal,0,Opponent1
7-4,UW,0,Opponent1
8-4,UW,0,Opponent1
9-4,UW,0,Opponent1
9-5,UW,0,Opponent1
9-6,Cal,0,Opponent1
10-6,Cal,0,Opponent1
10-7,UW,0,Opponent1
11-7,Cal,0,Opponent1
12-7,UW,0,Opponent1
13-7,UW,0,Opponent1
13-8,UW,0,Opponent1
13-9,Cal,0,Opponent1
14-9,Cal,0,Opponent1
14-10,UW,0,Opponent1
14-11,Cal,0,Opponent1
15-11,Cal,0,Opponent1
15-12,UW,0,Opponent1
16-12,Cal,0,Opponent1
16-13,UW,0,Opponent1
17-13,Cal,0,Opponent1
18-13,UW,0,Opponent1
19-13,UW,0,Opponent1
20-13,UW,0,Opponent1
